,cand_id,cand_name,votes,total,state,fips,pct
5371,IL26524,Hillary Clinton,32258,62971,IL,17161,0.512267552
5372,IL26541,Donald Trump,26969,62971,IL,17161,0.428276508
5373,IL27491,Gary Johnson,3012,62971,IL,17161,0.047831542
5374,IL27489,Jill Stein,732,62971,IL,17161,0.011624399
5367,IL26541,Donald Trump,5736,7630,IL,17159,0.751769332
5368,IL26524,Hillary Clinton,1579,7630,IL,17159,0.206946265
5369,IL27491,Gary Johnson,234,7630,IL,17159,0.030668414
5370,IL27489,Jill Stein,81,7630,IL,17159,0.01061599
5363,IL26541,Donald Trump,9992,14032,IL,17157,0.712086659
5364,IL26524,Hillary Clinton,3421,14032,IL,17157,0.243799886
5365,IL27491,Gary Johnson,485,14032,IL,17157,0.034563854
5366,IL27489,Jill Stein,134,14032,IL,17157,0.009549601
5359,IL26541,Donald Trump,1762,3076,IL,17155,0.572821847
5360,IL26524,Hillary Clinton,1143,3076,IL,17155,0.371586476
5361,IL27491,Gary Johnson,136,3076,IL,17155,0.044213264
5362,IL27489,Jill Stein,35,3076,IL,17155,0.011378414
5355,IL26541,Donald Trump,1583,2473,IL,17153,0.640113223
5356,IL26524,Hillary Clinton,817,2473,IL,17153,0.330367974
5357,IL27491,Gary Johnson,54,2473,IL,17153,0.021835827
5358,IL27489,Jill Stein,19,2473,IL,17153,0.007682976
5351,IL26541,Donald Trump,1678,2132,IL,17151,0.787054409
5352,IL26524,Hillary Clinton,374,2132,IL,17151,0.175422139
5353,IL27491,Gary Johnson,62,2132,IL,17151,0.029080675
5354,IL27489,Jill Stein,18,2132,IL,17151,0.008442777
5347,IL26541,Donald Trump,5749,7458,IL,17149,0.770850094
5348,IL26524,Hillary Clinton,1412,7458,IL,17149,0.189326897
5349,IL27491,Gary Johnson,257,7458,IL,17149,0.034459641
5350,IL27489,Jill Stein,40,7458,IL,17149,0.005363368
5343,IL26541,Donald Trump,5623,8899,IL,17147,0.631868749
5344,IL26524,Hillary Clinton,2633,8899,IL,17147,0.295875941
5345,IL27491,Gary Johnson,557,8899,IL,17147,0.062591302
5346,IL27489,Jill Stein,86,8899,IL,17147,0.009664007
5339,IL26541,Donald Trump,6816,9706,IL,17145,0.702246033
5340,IL26524,Hillary Clinton,2433,9706,IL,17145,0.250669689
5341,IL27491,Gary Johnson,345,9706,IL,17145,0.035545024
5342,IL27489,Jill Stein,112,9706,IL,17145,0.011539254
5335,IL26524,Hillary Clinton,37436,77465,IL,17143,0.483263409
5336,IL26541,Donald Trump,35299,77465,IL,17143,0.455676757
5337,IL27491,Gary Johnson,3665,77465,IL,17143,0.047311689
5338,IL27489,Jill Stein,1065,77465,IL,17143,0.013748144
5331,IL26541,Donald Trump,14344,23798,IL,17141,0.602739726
5332,IL26524,Hillary Clinton,8025,23798,IL,17141,0.337213211
5333,IL27491,Gary Johnson,1155,23798,IL,17141,0.04853349
5334,IL27489,Jill Stein,274,23798,IL,17141,0.011513573
5327,IL26541,Donald Trump,4453,6209,IL,17139,0.717184732
5328,IL26524,Hillary Clinton,1476,6209,IL,17139,0.23771944
5329,IL27491,Gary Johnson,237,6209,IL,17139,0.038170398
5330,IL27489,Jill Stein,43,6209,IL,17139,0.006925431
5323,IL26541,Donald Trump,9060,14607,IL,17137,0.620250565
5324,IL26524,Hillary Clinton,4693,14607,IL,17137,0.321284316
5325,IL27491,Gary Johnson,667,14607,IL,17137,0.045663038
5326,IL27489,Jill Stein,187,14607,IL,17137,0.012802081
5319,IL26541,Donald Trump,8616,12829,IL,17135,0.671603399
5320,IL26524,Hillary Clinton,3490,12829,IL,17135,0.27203991
5321,IL27491,Gary Johnson,595,12829,IL,17135,0.046379297
5322,IL27489,Jill Stein,128,12829,IL,17135,0.009977395
5315,IL26541,Donald Trump,12614,19074,IL,17133,0.661319073
5316,IL26524,Hillary Clinton,5522,19074,IL,17133,0.289504037
5317,IL27491,Gary Johnson,738,19074,IL,17133,0.038691412
5318,IL27489,Jill Stein,200,19074,IL,17133,0.010485478
5311,IL26541,Donald Trump,4800,8417,IL,17131,0.570274445
5312,IL26524,Hillary Clinton,3061,8417,IL,17131,0.363668766
5313,IL27491,Gary Johnson,474,8417,IL,17131,0.056314601
5314,IL27489,Jill Stein,82,8417,IL,17131,0.009742188
5307,IL26541,Donald Trump,4230,6423,IL,17129,0.658570761
5308,IL26524,Hillary Clinton,1808,6423,IL,17129,0.281488401
5309,IL27491,Gary Johnson,311,6423,IL,17129,0.048419742
5310,IL27489,Jill Stein,74,6423,IL,17129,0.011521096
5303,IL26541,Donald Trump,4844,6633,IL,17127,0.730287954
5304,IL26524,Hillary Clinton,1555,6633,IL,17127,0.234433891
5305,IL27491,Gary Johnson,194,6633,IL,17127,0.029247701
5306,IL27489,Jill Stein,40,6633,IL,17127,0.006030454
5299,IL26541,Donald Trump,4051,6433,IL,17125,0.629721747
5300,IL26524,Hillary Clinton,2008,6433,IL,17125,0.312140525
5301,IL27491,Gary Johnson,320,6433,IL,17125,0.04974351
5302,IL27489,Jill Stein,54,6433,IL,17125,0.008394217
5295,IL26541,Donald Trump,3776,5903,IL,17123,0.639674742
5296,IL26524,Hillary Clinton,1784,5903,IL,17123,0.302219211
5297,IL27491,Gary Johnson,265,5903,IL,17123,0.044892428
5298,IL27489,Jill Stein,78,5903,IL,17123,0.01321362
5291,IL26541,Donald Trump,11677,16600,IL,17121,0.703433735
5292,IL26524,Hillary Clinton,4231,16600,IL,17121,0.254879518
5293,IL27491,Gary Johnson,534,16600,IL,17121,0.032168675
5294,IL27489,Jill Stein,158,16600,IL,17121,0.009518072
5287,IL26541,Donald Trump,70295,127902,IL,17119,0.549600475
5288,IL26524,Hillary Clinton,50336,127902,IL,17119,0.393551313
5289,IL27491,Gary Johnson,5440,127902,IL,17119,0.042532564
5290,IL27489,Jill Stein,1831,127902,IL,17119,0.014315648
5283,IL26541,Donald Trump,14194,21881,IL,17117,0.648690645
5284,IL26524,Hillary Clinton,6532,21881,IL,17117,0.298523833
5285,IL27491,Gary Johnson,917,21881,IL,17117,0.041908505
5286,IL27489,Jill Stein,238,21881,IL,17117,0.010877017
5279,IL26541,Donald Trump,26782,47283,IL,17115,0.56641922
5280,IL26524,Hillary Clinton,18211,47283,IL,17115,0.385148996
5281,IL27491,Gary Johnson,1836,47283,IL,17115,0.038830023
5282,IL27489,Jill Stein,454,47283,IL,17115,0.00960176
5275,IL26541,Donald Trump,37081,78995,IL,17113,0.469409456
5276,IL26524,Hillary Clinton,35918,78995,IL,17113,0.454687006
5277,IL27491,Gary Johnson,4803,78995,IL,17113,0.060801317
5278,IL27489,Jill Stein,1193,78995,IL,17113,0.015102222
5271,IL26541,Donald Trump,71117,140145,IL,17111,0.507452995
5272,IL26524,Hillary Clinton,59827,140145,IL,17111,0.426893575
5273,IL27491,Gary Johnson,7083,140145,IL,17111,0.050540512
5274,IL27489,Jill Stein,2118,140145,IL,17111,0.015112919
5267,IL26541,Donald Trump,6789,12910,IL,17109,0.525871418
5268,IL26524,Hillary Clinton,5278,12910,IL,17109,0.408830364
5269,IL27491,Gary Johnson,634,12910,IL,17109,0.049109218
5270,IL27489,Jill Stein,209,12910,IL,17109,0.016189001
5263,IL26541,Donald Trump,8167,12130,IL,17107,0.673289365
5264,IL26524,Hillary Clinton,3301,12130,IL,17107,0.272135202
5265,IL27491,Gary Johnson,533,12130,IL,17107,0.043940643
5266,IL27489,Jill Stein,129,12130,IL,17107,0.01063479
5259,IL26541,Donald Trump,10197,15096,IL,17105,0.675476948
5260,IL26524,Hillary Clinton,4005,15096,IL,17105,0.265302067
5261,IL27491,Gary Johnson,769,15096,IL,17105,0.050940647
5262,IL27489,Jill Stein,125,15096,IL,17105,0.008280339
5255,IL26541,Donald Trump,8597,15215,IL,17103,0.565034505
5256,IL26524,Hillary Clinton,5499,15215,IL,17103,0.361419652
5257,IL27491,Gary Johnson,893,15215,IL,17103,0.05869208
5258,IL27489,Jill Stein,226,15215,IL,17103,0.014853763
5251,IL26541,Donald Trump,4517,6039,IL,17101,0.747971518
5252,IL26524,Hillary Clinton,1288,6039,IL,17101,0.213280344
5253,IL27491,Gary Johnson,193,6039,IL,17101,0.031958934
5254,IL27489,Jill Stein,41,6039,IL,17101,0.006789204
5247,IL26541,Donald Trump,26269,48447,IL,17099,0.542221397
5248,IL26524,Hillary Clinton,19277,48447,IL,17099,0.397898735
5249,IL27491,Gary Johnson,2264,48447,IL,17099,0.04673148
5250,IL27489,Jill Stein,637,48447,IL,17099,0.013148389
5243,IL26524,Hillary Clinton,168186,293574,IL,17097,0.572891332
5244,IL26541,Donald Trump,108608,293574,IL,17097,0.369951017
5245,IL27491,Gary Johnson,13048,293574,IL,17097,0.044445353
5246,IL27489,Jill Stein,3732,293574,IL,17097,0.012712297
5239,IL26541,Donald Trump,10658,21964,IL,17095,0.485248589
5240,IL26524,Hillary Clinton,9939,21964,IL,17095,0.452513203
5241,IL27491,Gary Johnson,1094,21964,IL,17095,0.049808778
5242,IL27489,Jill Stein,273,21964,IL,17095,0.01242943
5235,IL26541,Donald Trump,24152,50815,IL,17093,0.475292729
5236,IL26524,Hillary Clinton,23392,50815,IL,17093,0.460336515
5237,IL27491,Gary Johnson,2550,50815,IL,17093,0.050182033
5238,IL27489,Jill Stein,721,50815,IL,17093,0.014188724
5231,IL26541,Donald Trump,25081,46556,IL,17091,0.538727554
5232,IL26524,Hillary Clinton,18908,46556,IL,17091,0.406134548
5233,IL27491,Gary Johnson,1982,46556,IL,17091,0.042572386
5234,IL27489,Jill Stein,585,46556,IL,17091,0.012565513
5227,IL26524,Hillary Clinton,99389,193500,IL,17089,0.513638243
5228,IL26541,Donald Trump,82087,193500,IL,17089,0.424222222
5229,IL27491,Gary Johnson,9189,193500,IL,17089,0.047488372
5230,IL27489,Jill Stein,2835,193500,IL,17089,0.014651163
5223,IL26541,Donald Trump,4644,6017,IL,17087,0.771813196
5224,IL26524,Hillary Clinton,1135,6017,IL,17087,0.188632209
5225,IL27491,Gary Johnson,182,6017,IL,17087,0.030247632
5226,IL27489,Jill Stein,56,6017,IL,17087,0.009306964
5219,IL26541,Donald Trump,6113,11177,IL,17085,0.546926725
5220,IL26524,Hillary Clinton,4452,11177,IL,17085,0.398317974
5221,IL27491,Gary Johnson,496,11177,IL,17085,0.044376845
5222,IL27489,Jill Stein,116,11177,IL,17085,0.010378456
5215,IL26541,Donald Trump,7737,10909,IL,17083,0.70923091
5216,IL26524,Hillary Clinton,2673,10909,IL,17083,0.245027042
5217,IL27491,Gary Johnson,405,10909,IL,17083,0.037125309
5218,IL27489,Jill Stein,94,10909,IL,17083,0.008616738
5211,IL26541,Donald Trump,11681,16818,IL,17081,0.694553455
5212,IL26524,Hillary Clinton,4408,16818,IL,17081,0.262100131
5213,IL27491,Gary Johnson,571,16818,IL,17081,0.033951718
5214,IL27489,Jill Stein,158,16818,IL,17081,0.009394696
5207,IL26541,Donald Trump,3973,5104,IL,17079,0.778409091
5208,IL26524,Hillary Clinton,924,5104,IL,17079,0.181034483
5209,IL27491,Gary Johnson,181,5104,IL,17079,0.035462382
5210,IL27489,Jill Stein,26,5104,IL,17079,0.005094044
5203,IL26524,Hillary Clinton,11619,24509,IL,17077,0.47407075
5204,IL26541,Donald Trump,10889,24509,IL,17077,0.444285773
5205,IL27491,Gary Johnson,1198,24509,IL,17077,0.048880003
5206,IL27489,Jill Stein,803,24509,IL,17077,0.032763475
5199,IL26541,Donald Trump,9728,12923,IL,17075,0.752766386
5200,IL26524,Hillary Clinton,2496,12923,IL,17075,0.193144007
5201,IL27491,Gary Johnson,550,12923,IL,17075,0.042559777
5202,IL27489,Jill Stein,149,12923,IL,17075,0.011529831
5195,IL26541,Donald Trump,13962,24232,IL,17073,0.576180258
5196,IL26524,Hillary Clinton,8835,24232,IL,17073,0.364600528
5197,IL27491,Gary Johnson,1237,24232,IL,17073,0.051048201
5198,IL27489,Jill Stein,198,24232,IL,17073,0.008171014
5191,IL26541,Donald Trump,2153,3480,IL,17071,0.618678161
5192,IL26524,Hillary Clinton,1151,3480,IL,17071,0.330747126
5193,IL27491,Gary Johnson,157,3480,IL,17071,0.045114943
5194,IL27489,Jill Stein,19,3480,IL,17071,0.00545977
5187,IL26541,Donald Trump,1650,2133,IL,17069,0.773558368
5188,IL26524,Hillary Clinton,419,2133,IL,17069,0.196436943
5189,IL27491,Gary Johnson,46,2133,IL,17069,0.02156587
5190,IL27489,Jill Stein,18,2133,IL,17069,0.008438819
5183,IL26541,Donald Trump,5713,7818,IL,17067,0.730749552
5184,IL26524,Hillary Clinton,1744,7818,IL,17067,0.223074955
5185,IL27491,Gary Johnson,306,7818,IL,17067,0.039140445
5186,IL27489,Jill Stein,55,7818,IL,17067,0.007035047
5179,IL26541,Donald Trump,3205,4143,IL,17065,0.773594014
5180,IL26524,Hillary Clinton,800,4143,IL,17065,0.19309679
5181,IL27491,Gary Johnson,114,4143,IL,17065,0.027516293
5182,IL27489,Jill Stein,24,4143,IL,17065,0.005792904
5175,IL26541,Donald Trump,13417,22891,IL,17063,0.586125552
5176,IL26524,Hillary Clinton,8021,22891,IL,17063,0.35039972
5177,IL27491,Gary Johnson,1131,22891,IL,17063,0.049408064
5178,IL27489,Jill Stein,322,22891,IL,17063,0.014066664
5171,IL26541,Donald Trump,4139,5542,IL,17061,0.746842295
5172,IL26524,Hillary Clinton,1202,5542,IL,17061,0.21688921
5173,IL27491,Gary Johnson,162,5542,IL,17061,0.029231324
5174,IL27489,Jill Stein,39,5542,IL,17061,0.007037171
5167,IL26541,Donald Trump,1942,2691,IL,17059,0.721664809
5168,IL26524,Hillary Clinton,656,2691,IL,17059,0.243775548
5169,IL27491,Gary Johnson,73,2691,IL,17059,0.027127462
5170,IL27489,Jill Stein,20,2691,IL,17059,0.007432181
5163,IL26541,Donald Trump,8482,15609,IL,17057,0.543404446
5164,IL26524,Hillary Clinton,6118,15609,IL,17057,0.39195336
5165,IL27491,Gary Johnson,773,15609,IL,17057,0.049522711
5166,IL27489,Jill Stein,236,15609,IL,17057,0.015119482
5159,IL26541,Donald Trump,13101,18533,IL,17055,0.706901203
5160,IL26524,Hillary Clinton,4711,18533,IL,17055,0.254195219
5161,IL27491,Gary Johnson,538,18533,IL,17055,0.029029299
5162,IL27489,Jill Stein,183,18533,IL,17055,0.009874278
5155,IL26541,Donald Trump,4474,6289,IL,17053,0.711400859
5156,IL26524,Hillary Clinton,1410,6289,IL,17053,0.224200986
5157,IL27491,Gary Johnson,319,6289,IL,17053,0.050723485
5158,IL27489,Jill Stein,86,6289,IL,17053,0.01367467
5151,IL26541,Donald Trump,7363,9515,IL,17051,0.773830793
5152,IL26524,Hillary Clinton,1814,9515,IL,17051,0.190646348
5153,IL27491,Gary Johnson,281,9515,IL,17051,0.029532317
5154,IL27489,Jill Stein,57,9515,IL,17051,0.005990541
5147,IL26541,Donald Trump,13613,17428,IL,17049,0.78109938
5148,IL26524,Hillary Clinton,3071,17428,IL,17049,0.176210695
5149,IL27491,Gary Johnson,644,17428,IL,17049,0.036952031
5150,IL27489,Jill Stein,100,17428,IL,17049,0.005737893
5143,IL26541,Donald Trump,2777,3312,IL,17047,0.838466184
5144,IL26524,Hillary Clinton,432,3312,IL,17047,0.130434783
5145,IL27491,Gary Johnson,91,3312,IL,17047,0.027475845
5146,IL27489,Jill Stein,12,3312,IL,17047,0.003623188
5139,IL26541,Donald Trump,5634,7783,IL,17045,0.723885391
5140,IL26524,Hillary Clinton,1778,7783,IL,17045,0.228446614
5141,IL27491,Gary Johnson,324,7783,IL,17045,0.041629192
5142,IL27489,Jill Stein,47,7783,IL,17045,0.006038803
5135,IL26524,Hillary Clinton,222499,412929,IL,17043,0.538831131
5136,IL26541,Donald Trump,164355,412929,IL,17043,0.39802242
5137,IL27491,Gary Johnson,19902,412929,IL,17043,0.048197148
5138,IL27489,Jill Stein,6173,412929,IL,17043,0.014949301
5131,IL26541,Donald Trump,5695,8089,IL,17041,0.704042527
5132,IL26524,Hillary Clinton,1946,8089,IL,17041,0.240573618
5133,IL27491,Gary Johnson,359,8089,IL,17041,0.044381258
5134,IL27489,Jill Stein,89,8089,IL,17041,0.011002596
5127,IL26541,Donald Trump,5072,7469,IL,17039,0.679073504
5128,IL26524,Hillary Clinton,1907,7469,IL,17039,0.255321998
5129,IL27491,Gary Johnson,429,7469,IL,17039,0.057437408
5130,IL27489,Jill Stein,61,7469,IL,17039,0.008167091
5123,IL26524,Hillary Clinton,20348,42605,IL,17037,0.477596526
5124,IL26541,Donald Trump,19051,42605,IL,17037,0.44715409
5125,IL27491,Gary Johnson,2463,42605,IL,17037,0.057810116
5126,IL27489,Jill Stein,743,42605,IL,17037,0.017439268
5119,IL26541,Donald Trump,4200,5513,IL,17035,0.761835661
5120,IL26524,Hillary Clinton,1028,5513,IL,17035,0.186468348
5121,IL27491,Gary Johnson,238,5513,IL,17035,0.043170687
5122,IL27489,Jill Stein,47,5513,IL,17035,0.008525304
5115,IL26541,Donald Trump,6146,8507,IL,17033,0.722463853
5116,IL26524,Hillary Clinton,1969,8507,IL,17033,0.231456448
5117,IL27491,Gary Johnson,324,8507,IL,17033,0.038086282
5118,IL27489,Jill Stein,68,8507,IL,17033,0.007993417
5111,IL26524,Hillary Clinton,1528582,2055215,IL,17031,0.743757709
5112,IL26541,Donald Trump,440213,2055215,IL,17031,0.214193162
5113,IL27491,Gary Johnson,55900,2055215,IL,17031,0.027199101
5114,IL27489,Jill Stein,30520,2055215,IL,17031,0.014850028
5107,IL26541,Donald Trump,12985,21580,IL,17029,0.601714551
5108,IL26524,Hillary Clinton,7285,21580,IL,17029,0.337581094
5109,IL27491,Gary Johnson,1023,21580,IL,17029,0.047405005
5110,IL27489,Jill Stein,287,21580,IL,17029,0.013299351
5103,IL26541,Donald Trump,12394,17268,IL,17027,0.717743804
5104,IL26524,Hillary Clinton,3939,17268,IL,17027,0.228109798
5105,IL27491,Gary Johnson,811,17268,IL,17027,0.046965485
5106,IL27489,Jill Stein,124,17268,IL,17027,0.007180913
5099,IL26541,Donald Trump,5009,6278,IL,17025,0.797865562
5100,IL26524,Hillary Clinton,1014,6278,IL,17025,0.161516406
5101,IL27491,Gary Johnson,207,6278,IL,17025,0.032972284
5102,IL27489,Jill Stein,48,6278,IL,17025,0.007645747
5095,IL26541,Donald Trump,5620,7819,IL,17023,0.71876199
5096,IL26524,Hillary Clinton,1873,7819,IL,17023,0.239544699
5097,IL27491,Gary Johnson,277,7819,IL,17023,0.035426525
5098,IL27489,Jill Stein,49,7819,IL,17023,0.006266786
5091,IL26541,Donald Trump,10522,15310,IL,17021,0.687263227
5092,IL26524,Hillary Clinton,3982,15310,IL,17021,0.260091444
5093,IL27491,Gary Johnson,659,15310,IL,17021,0.043043762
5094,IL27489,Jill Stein,147,15310,IL,17021,0.009601568
5087,IL26524,Hillary Clinton,49694,89196,IL,17019,0.557132607
5088,IL26541,Donald Trump,33235,89196,IL,17019,0.372606395
5089,IL27491,Gary Johnson,4502,89196,IL,17019,0.050473115
5090,IL27489,Jill Stein,1765,89196,IL,17019,0.019787883
5083,IL26541,Donald Trump,3216,5054,IL,17017,0.636327661
5084,IL26524,Hillary Clinton,1617,5054,IL,17017,0.319944598
5085,IL27491,Gary Johnson,171,5054,IL,17017,0.033834586
5086,IL27489,Jill Stein,50,5054,IL,17017,0.009893154
5079,IL26541,Donald Trump,4428,7354,IL,17015,0.602121295
5080,IL26524,Hillary Clinton,2437,7354,IL,17015,0.331384281
5081,IL27491,Gary Johnson,393,7354,IL,17015,0.053440305
5082,IL27489,Jill Stein,96,7354,IL,17015,0.01305412
5075,IL26541,Donald Trump,1719,2556,IL,17013,0.672535211
5076,IL26524,Hillary Clinton,739,2556,IL,17013,0.289123631
5077,IL27491,Gary Johnson,72,2556,IL,17013,0.028169014
5078,IL27489,Jill Stein,26,2556,IL,17013,0.010172144
5071,IL26541,Donald Trump,9264,16303,IL,17011,0.568238974
5072,IL26524,Hillary Clinton,6010,16303,IL,17011,0.368643808
5073,IL27491,Gary Johnson,836,16303,IL,17011,0.051278906
5074,IL27489,Jill Stein,193,16303,IL,17011,0.011838312
5067,IL26541,Donald Trump,1776,2336,IL,17009,0.760273973
5068,IL26524,Hillary Clinton,475,2336,IL,17009,0.203339041
5069,IL27491,Gary Johnson,75,2336,IL,17009,0.032106164
5070,IL27489,Jill Stein,10,2336,IL,17009,0.004280822
5063,IL26541,Donald Trump,12261,22604,IL,17007,0.542426119
5064,IL26524,Hillary Clinton,8952,22604,IL,17007,0.3960361
5065,IL27491,Gary Johnson,1062,22604,IL,17007,0.046982835
5066,IL27489,Jill Stein,329,22604,IL,17007,0.014554946
5059,IL26541,Donald Trump,4884,7462,IL,17005,0.654516215
5060,IL26524,Hillary Clinton,2066,7462,IL,17005,0.276869472
5061,IL27491,Gary Johnson,446,7462,IL,17005,0.059769499
5062,IL27489,Jill Stein,66,7462,IL,17005,0.008844814
5055,IL26541,Donald Trump,1496,2820,IL,17003,0.530496454
5056,IL26524,Hillary Clinton,1262,2820,IL,17003,0.44751773
5057,IL27491,Gary Johnson,48,2820,IL,17003,0.017021277
5058,IL27489,Jill Stein,14,2820,IL,17003,0.004964539
5051,IL26541,Donald Trump,22732,31770,IL,17001,0.715517784
5052,IL26524,Hillary Clinton,7633,31770,IL,17001,0.240258105
5053,IL27491,Gary Johnson,1157,31770,IL,17001,0.036418004
5054,IL27489,Jill Stein,248,31770,IL,17001,0.007806106
5039,ID18718,Donald Trump,3283,4454,ID,16087,0.737090256
5040,ID18717,Hillary Clinton,776,4454,ID,16087,0.174225415
5041,ID18732,Evan McMullin,175,4454,ID,16087,0.039290525
5042,ID18728,Gary Johnson,138,4454,ID,16087,0.030983386
5043,ID18733,Jill Stein,26,4454,ID,16087,0.005837449
5044,ID18730,Darrell Castle,25,4454,ID,16087,0.005612932
5045,ID18729,Scott Copeland,22,4454,ID,16087,0.00493938
5046,ID18731,Rocky De La Fuente,9,4454,ID,16087,0.002020656
5031,ID18718,Donald Trump,2906,5349,ID,16085,0.543279118
5032,ID18717,Hillary Clinton,1913,5349,ID,16085,0.357636941
5033,ID18728,Gary Johnson,230,5349,ID,16085,0.042998691
5034,ID18732,Evan McMullin,194,5349,ID,16085,0.036268461
5035,ID18733,Jill Stein,53,5349,ID,16085,0.009908394
5036,ID18730,Darrell Castle,26,5349,ID,16085,0.004860722
5037,ID18731,Rocky De La Fuente,14,5349,ID,16085,0.002617312
5038,ID18729,Scott Copeland,13,5349,ID,16085,0.002430361
5023,ID18718,Donald Trump,21063,31893,ID,16083,0.660427053
5024,ID18717,Hillary Clinton,6844,31893,ID,16083,0.214592544
5025,ID18732,Evan McMullin,2160,31893,ID,16083,0.06772646
5026,ID18728,Gary Johnson,1126,31893,ID,16083,0.035305553
5027,ID18733,Jill Stein,334,31893,ID,16083,0.010472517
5028,ID18730,Darrell Castle,152,31893,ID,16083,0.004765936
5029,ID18729,Scott Copeland,128,31893,ID,16083,0.00401342
5030,ID18731,Rocky De La Fuente,86,31893,ID,16083,0.002696516
5015,ID18718,Donald Trump,2161,4966,ID,16081,0.435159082
5016,ID18717,Hillary Clinton,2157,4966,ID,16081,0.434353605
5017,ID18732,Evan McMullin,327,4966,ID,16081,0.065847765
5018,ID18728,Gary Johnson,183,4966,ID,16081,0.036850584
5019,ID18733,Jill Stein,99,4966,ID,16081,0.019935562
5020,ID18730,Darrell Castle,27,4966,ID,16081,0.005436971
5021,ID18731,Rocky De La Fuente,7,4966,ID,16081,0.001409585
5022,ID18729,Scott Copeland,5,4966,ID,16081,0.001006847
5007,ID18718,Donald Trump,3297,5120,ID,16079,0.643945313
5008,ID18717,Hillary Clinton,1384,5120,ID,16079,0.2703125
5009,ID18728,Gary Johnson,219,5120,ID,16079,0.042773438
5010,ID18732,Evan McMullin,87,5120,ID,16079,0.016992188
5011,ID18733,Jill Stein,54,5120,ID,16079,0.010546875
5012,ID18730,Darrell Castle,45,5120,ID,16079,0.008789063
5013,ID18729,Scott Copeland,22,5120,ID,16079,0.004296875
5014,ID18731,Rocky De La Fuente,12,5120,ID,16079,0.00234375
4999,ID18718,Donald Trump,1666,2758,ID,16077,0.604060914
5000,ID18717,Hillary Clinton,699,2758,ID,16077,0.253444525
5001,ID18732,Evan McMullin,233,2758,ID,16077,0.084481508
5002,ID18728,Gary Johnson,92,2758,ID,16077,0.033357505
5003,ID18733,Jill Stein,26,2758,ID,16077,0.009427121
5004,ID18730,Darrell Castle,19,2758,ID,16077,0.00688905
5005,ID18729,Scott Copeland,12,2758,ID,16077,0.004350979
5006,ID18731,Rocky De La Fuente,11,2758,ID,16077,0.003988397
4991,ID18718,Donald Trump,4306,5703,ID,16075,0.755041206
4992,ID18717,Hillary Clinton,892,5703,ID,16075,0.156408908
4993,ID18732,Evan McMullin,212,5703,ID,16075,0.037173417
4994,ID18728,Gary Johnson,187,5703,ID,16075,0.03278976
4995,ID18733,Jill Stein,48,5703,ID,16075,0.008416623
4996,ID18730,Darrell Castle,26,5703,ID,16075,0.004559004
4997,ID18729,Scott Copeland,20,5703,ID,16075,0.003506926
4998,ID18731,Rocky De La Fuente,12,5703,ID,16075,0.002104156
4983,ID18718,Donald Trump,3052,3920,ID,16073,0.778571429
4984,ID18717,Hillary Clinton,591,3920,ID,16073,0.150765306
4985,ID18728,Gary Johnson,108,3920,ID,16073,0.02755102
4986,ID18732,Evan McMullin,104,3920,ID,16073,0.026530612
4987,ID18733,Jill Stein,26,3920,ID,16073,0.006632653
4988,ID18730,Darrell Castle,22,3920,ID,16073,0.005612245
4989,ID18729,Scott Copeland,11,3920,ID,16073,0.002806122
4990,ID18731,Rocky De La Fuente,6,3920,ID,16073,0.001530612
4975,ID18718,Donald Trump,1531,2068,ID,16071,0.74032882
4976,ID18732,Evan McMullin,271,2068,ID,16071,0.131044487
4977,ID18717,Hillary Clinton,184,2068,ID,16071,0.088974855
4978,ID18728,Gary Johnson,37,2068,ID,16071,0.017891683
4979,ID18730,Darrell Castle,23,2068,ID,16071,0.011121857
4980,ID18729,Scott Copeland,18,2068,ID,16071,0.008704062
4981,ID18733,Jill Stein,3,2068,ID,16071,0.001450677
4982,ID18731,Rocky De La Fuente,1,2068,ID,16071,0.000483559
4967,ID18718,Donald Trump,10699,17195,ID,16069,0.62221576
4968,ID18717,Hillary Clinton,4828,17195,ID,16069,0.280779296
4969,ID18728,Gary Johnson,879,17195,ID,16069,0.051119511
4970,ID18732,Evan McMullin,352,17195,ID,16069,0.020471067
4971,ID18733,Jill Stein,203,17195,ID,16069,0.011805757
4972,ID18730,Darrell Castle,119,17195,ID,16069,0.006920616
4973,ID18729,Scott Copeland,74,17195,ID,16069,0.004303577
4974,ID18731,Rocky De La Fuente,41,17195,ID,16069,0.002384414
4959,ID18718,Donald Trump,4887,6870,ID,16067,0.711353712
4960,ID18717,Hillary Clinton,1167,6870,ID,16067,0.169868996
4961,ID18732,Evan McMullin,463,6870,ID,16067,0.067394469
4962,ID18728,Gary Johnson,207,6870,ID,16067,0.030131004
4963,ID18730,Darrell Castle,47,6870,ID,16067,0.006841339
4964,ID18733,Jill Stein,41,6870,ID,16067,0.005967977
4965,ID18731,Rocky De La Fuente,32,6870,ID,16067,0.004657933
4966,ID18729,Scott Copeland,26,6870,ID,16067,0.003784571
4951,ID18718,Donald Trump,8941,15687,ID,16065,0.569962389
4952,ID18732,Evan McMullin,4669,15687,ID,16065,0.297634984
4953,ID18717,Hillary Clinton,1201,15687,ID,16065,0.076560209
4954,ID18728,Gary Johnson,612,15687,ID,16065,0.039013196
4955,ID18730,Darrell Castle,136,15687,ID,16065,0.008669599
4956,ID18733,Jill Stein,69,15687,ID,16065,0.004398547
