,cand_id,cand_name,votes,total,state,fips,pct
12947,OH45559,Hillary Clinton,9905,28955,OH,39141,0.342082542
12948,OH45870,Gary Johnson,869,28955,OH,39141,0.030012088
12949,OH45866,Jill Stein,198,28955,OH,39141,0.006838197
12950,OH45869,Richard Duncan,150,28955,OH,39141,0.005180452
12941,OH45853,Donald Trump,35805,53739,OH,39139,0.666275889
12942,OH45559,Hillary Clinton,15629,53739,OH,39139,0.290831612
12943,OH45870,Gary Johnson,1586,53739,OH,39139,0.029513017
12944,OH45866,Jill Stein,373,53739,OH,39139,0.006940955
12945,OH45869,Richard Duncan,346,53739,OH,39139,0.006438527
12936,OH45853,Donald Trump,14704,18387,OH,39137,0.799695437
12937,OH45559,Hillary Clinton,2874,18387,OH,39137,0.156306086
12938,OH45870,Gary Johnson,626,18387,OH,39137,0.034045793
12939,OH45869,Richard Duncan,114,18387,OH,39137,0.006200033
12940,OH45866,Jill Stein,69,18387,OH,39137,0.003752651
12931,OH45853,Donald Trump,15376,20475,OH,39135,0.750964591
12932,OH45559,Hillary Clinton,4323,20475,OH,39135,0.211135531
12933,OH45870,Gary Johnson,548,20475,OH,39135,0.026764347
12934,OH45866,Jill Stein,126,20475,OH,39135,0.006153846
12935,OH45869,Richard Duncan,102,20475,OH,39135,0.004981685
12926,OH45853,Donald Trump,38978,73968,OH,39133,0.526957603
12927,OH45559,Hillary Clinton,31463,73968,OH,39133,0.425359615
12928,OH45870,Gary Johnson,2325,73968,OH,39133,0.031432511
12929,OH45866,Jill Stein,800,73968,OH,39133,0.010815488
12930,OH45869,Richard Duncan,402,73968,OH,39133,0.005434783
12921,OH45853,Donald Trump,7669,11513,OH,39131,0.666116564
12922,OH45559,Hillary Clinton,3443,11513,OH,39131,0.299053244
12923,OH45870,Gary Johnson,269,11513,OH,39131,0.023364892
12924,OH45869,Richard Duncan,78,11513,OH,39131,0.00677495
12925,OH45866,Jill Stein,54,11513,OH,39131,0.00469035
12916,OH45853,Donald Trump,16482,23814,OH,39129,0.692113883
12917,OH45559,Hillary Clinton,6325,23814,OH,39129,0.265600067
12918,OH45870,Gary Johnson,732,23814,OH,39129,0.030738221
12919,OH45866,Jill Stein,165,23814,OH,39129,0.006928697
12920,OH45869,Richard Duncan,110,23814,OH,39129,0.004619132
12911,OH45853,Donald Trump,9978,14647,OH,39127,0.681231652
12912,OH45559,Hillary Clinton,4072,14647,OH,39127,0.278009149
12913,OH45870,Gary Johnson,394,14647,OH,39127,0.026899706
12914,OH45869,Richard Duncan,104,14647,OH,39127,0.00710043
12915,OH45866,Jill Stein,99,14647,OH,39127,0.006759063
12906,OH45853,Donald Trump,6359,8842,OH,39125,0.719181181
12907,OH45559,Hillary Clinton,2068,8842,OH,39125,0.233883737
12908,OH45870,Gary Johnson,269,8842,OH,39125,0.030422981
12909,OH45869,Richard Duncan,75,8842,OH,39125,0.008482244
12910,OH45866,Jill Stein,71,8842,OH,39125,0.008029857
12901,OH45853,Donald Trump,12389,21742,OH,39123,0.569818784
12902,OH45559,Hillary Clinton,8136,21742,OH,39123,0.374206605
12903,OH45870,Gary Johnson,935,21742,OH,39123,0.043004323
12904,OH45866,Jill Stein,143,21742,OH,39123,0.006577132
12905,OH45869,Richard Duncan,139,21742,OH,39123,0.006393156
12896,OH45853,Donald Trump,4441,5875,OH,39121,0.755914894
12897,OH45559,Hillary Clinton,1201,5875,OH,39121,0.204425532
12898,OH45870,Gary Johnson,148,5875,OH,39121,0.025191489
12899,OH45869,Richard Duncan,51,5875,OH,39121,0.008680851
12900,OH45866,Jill Stein,34,5875,OH,39121,0.005787234
12891,OH45853,Donald Trump,23588,36217,OH,39119,0.651296353
12892,OH45559,Hillary Clinton,10926,36217,OH,39119,0.301681531
12893,OH45870,Gary Johnson,1215,36217,OH,39119,0.033547781
12894,OH45866,Jill Stein,251,36217,OH,39119,0.006930447
12895,OH45869,Richard Duncan,237,36217,OH,39119,0.006543888
12886,OH45853,Donald Trump,11722,16186,OH,39117,0.724206104
12887,OH45559,Hillary Clinton,3711,16186,OH,39117,0.229272211
12888,OH45870,Gary Johnson,555,16186,OH,39117,0.034288892
12889,OH45869,Richard Duncan,100,16186,OH,39117,0.006178179
12890,OH45866,Jill Stein,98,16186,OH,39117,0.006054615
12881,OH45853,Donald Trump,4315,6290,OH,39115,0.686009539
12882,OH45559,Hillary Clinton,1711,6290,OH,39115,0.272019078
12883,OH45870,Gary Johnson,186,6290,OH,39115,0.029570747
12884,OH45866,Jill Stein,42,6290,OH,39115,0.006677266
12885,OH45869,Richard Duncan,36,6290,OH,39115,0.00572337
12876,OH45853,Donald Trump,120766,249560,OH,39113,0.483915692
12877,OH45559,Hillary Clinton,117661,249560,OH,39113,0.471473794
12878,OH45870,Gary Johnson,8085,249560,OH,39113,0.032397019
12879,OH45866,Jill Stein,2183,249560,OH,39113,0.008747395
12880,OH45869,Richard Duncan,865,249560,OH,39113,0.0034661
12871,OH45853,Donald Trump,4781,6686,OH,39111,0.715076279
12872,OH45559,Hillary Clinton,1647,6686,OH,39111,0.246335627
12873,OH45870,Gary Johnson,161,6686,OH,39111,0.024080168
12874,OH45869,Richard Duncan,61,6686,OH,39111,0.009123542
12875,OH45866,Jill Stein,36,6686,OH,39111,0.005384385
12866,OH45853,Donald Trump,36311,51467,OH,39109,0.705520042
12867,OH45559,Hillary Clinton,12832,51467,OH,39109,0.24932481
12868,OH45870,Gary Johnson,1792,51467,OH,39109,0.034818427
12869,OH45866,Jill Stein,305,51467,OH,39109,0.005926127
12870,OH45869,Richard Duncan,227,51467,OH,39109,0.004410593
12861,OH45853,Donald Trump,17200,21315,OH,39107,0.806943467
12862,OH45559,Hillary Clinton,3335,21315,OH,39107,0.156462585
12863,OH45870,Gary Johnson,552,21315,OH,39107,0.025897255
12864,OH45869,Richard Duncan,120,21315,OH,39107,0.005629838
12865,OH45866,Jill Stein,108,21315,OH,39107,0.005066854
12856,OH45853,Donald Trump,6869,9410,OH,39105,0.729968119
12857,OH45559,Hillary Clinton,2157,9410,OH,39105,0.22922423
12858,OH45870,Gary Johnson,263,9410,OH,39105,0.02794899
12859,OH45869,Richard Duncan,62,9410,OH,39105,0.006588735
12860,OH45866,Jill Stein,59,9410,OH,39105,0.006269926
12851,OH45853,Donald Trump,53811,89360,OH,39103,0.602182184
12852,OH45559,Hillary Clinton,31582,89360,OH,39103,0.353424351
12853,OH45870,Gary Johnson,2893,89360,OH,39103,0.032374664
12854,OH45866,Jill Stein,693,89360,OH,39103,0.007755148
12855,OH45869,Richard Duncan,381,89360,OH,39103,0.004263653
12846,OH45853,Donald Trump,16563,25648,OH,39101,0.645781347
12847,OH45559,Hillary Clinton,7748,25648,OH,39101,0.302089832
12848,OH45870,Gary Johnson,956,25648,OH,39101,0.037273862
12849,OH45866,Jill Stein,226,25648,OH,39101,0.008811603
12850,OH45869,Richard Duncan,155,25648,OH,39101,0.006043356
12841,OH45559,Hillary Clinton,56188,112827,OH,39099,0.498001365
12842,OH45853,Donald Trump,52808,112827,OH,39099,0.468043997
12843,OH45870,Gary Johnson,2559,112827,OH,39099,0.022680741
12844,OH45866,Jill Stein,856,112827,OH,39099,0.007586836
12845,OH45869,Richard Duncan,416,112827,OH,39099,0.003687061
12836,OH45853,Donald Trump,11319,16754,OH,39097,0.675599857
12837,OH45559,Hillary Clinton,4662,16754,OH,39097,0.278261908
12838,OH45870,Gary Johnson,583,16754,OH,39097,0.03479766
12839,OH45866,Jill Stein,106,16754,OH,39097,0.006326847
12840,OH45869,Richard Duncan,84,16754,OH,39097,0.005013728
12831,OH45559,Hillary Clinton,107363,191684,OH,39095,0.56010413
12832,OH45853,Donald Trump,74102,191684,OH,39095,0.38658417
12833,OH45870,Gary Johnson,7214,191684,OH,39095,0.037634857
12834,OH45866,Jill Stein,2172,191684,OH,39095,0.011331149
12835,OH45869,Richard Duncan,833,191684,OH,39095,0.004345694
12826,OH45853,Donald Trump,65346,136654,OH,39093,0.478185783
12827,OH45559,Hillary Clinton,64958,136654,OH,39093,0.475346496
12828,OH45870,Gary Johnson,4414,136654,OH,39093,0.032300555
12829,OH45866,Jill Stein,1224,136654,OH,39093,0.008956928
12830,OH45869,Richard Duncan,712,136654,OH,39093,0.005210239
12821,OH45853,Donald Trump,15586,21007,OH,39091,0.741943162
12822,OH45559,Hillary Clinton,4537,21007,OH,39091,0.215975627
12823,OH45870,Gary Johnson,640,21007,OH,39091,0.030466035
12824,OH45869,Richard Duncan,122,21007,OH,39091,0.005807588
12825,OH45866,Jill Stein,122,21007,OH,39091,0.005807588
12816,OH45853,Donald Trump,49346,79399,OH,39089,0.621493973
12817,OH45559,Hillary Clinton,26360,79399,OH,39089,0.331994106
12818,OH45870,Gary Johnson,2575,79399,OH,39089,0.032431139
12819,OH45866,Jill Stein,682,79399,OH,39089,0.008589529
12820,OH45869,Richard Duncan,436,79399,OH,39089,0.005491253
12811,OH45853,Donald Trump,18240,25949,OH,39087,0.702917261
12812,OH45559,Hillary Clinton,6849,25949,OH,39087,0.263940807
12813,OH45870,Gary Johnson,564,25949,OH,39087,0.021734942
12814,OH45866,Jill Stein,156,25949,OH,39087,0.006011792
12815,OH45869,Richard Duncan,140,25949,OH,39087,0.005395198
12806,OH45853,Donald Trump,62627,112790,OH,39085,0.555253125
12807,OH45559,Hillary Clinton,45056,112790,OH,39085,0.399468038
12808,OH45870,Gary Johnson,3702,112790,OH,39085,0.032822059
12809,OH45866,Jill Stein,905,112790,OH,39085,0.008023761
12810,OH45869,Richard Duncan,500,112790,OH,39085,0.004433017
12801,OH45853,Donald Trump,18563,27768,OH,39083,0.668503313
12802,OH45559,Hillary Clinton,7959,27768,OH,39083,0.286624892
12803,OH45870,Gary Johnson,881,27768,OH,39083,0.031727168
12804,OH45866,Jill Stein,204,27768,OH,39083,0.007346586
12805,OH45869,Richard Duncan,161,27768,OH,39083,0.005798041
12796,OH45853,Donald Trump,20668,31346,OH,39081,0.659350475
12797,OH45559,Hillary Clinton,9483,31346,OH,39081,0.302526638
12798,OH45870,Gary Johnson,815,31346,OH,39081,0.026000128
12799,OH45869,Richard Duncan,190,31346,OH,39081,0.006061379
12800,OH45866,Jill Stein,190,31346,OH,39081,0.006061379
12791,OH45853,Donald Trump,9618,13239,OH,39079,0.726489916
12792,OH45559,Hillary Clinton,3142,13239,OH,39079,0.237329103
12793,OH45870,Gary Johnson,352,13239,OH,39079,0.026588111
12794,OH45869,Richard Duncan,67,13239,OH,39079,0.005060805
12795,OH45866,Jill Stein,60,13239,OH,39079,0.004532064
12786,OH45853,Donald Trump,15930,24332,OH,39077,0.654693408
12787,OH45559,Hillary Clinton,7080,24332,OH,39077,0.290974848
12788,OH45870,Gary Johnson,897,24332,OH,39077,0.036865034
12789,OH45869,Richard Duncan,239,24332,OH,39077,0.009822456
12790,OH45866,Jill Stein,186,24332,OH,39077,0.007644254
12781,OH45853,Donald Trump,8578,10823,OH,39075,0.792571376
12782,OH45559,Hillary Clinton,1766,10823,OH,39075,0.163171025
12783,OH45870,Gary Johnson,369,10823,OH,39075,0.034094059
12784,OH45869,Richard Duncan,62,10823,OH,39075,0.005728541
12785,OH45866,Jill Stein,48,10823,OH,39075,0.004435
12776,OH45853,Donald Trump,8282,12513,OH,39073,0.661871653
12777,OH45559,Hillary Clinton,3713,12513,OH,39073,0.296731399
12778,OH45870,Gary Johnson,352,12513,OH,39073,0.028130744
12779,OH45866,Jill Stein,87,12513,OH,39073,0.006952769
12780,OH45869,Richard Duncan,79,12513,OH,39073,0.006313434
12771,OH45853,Donald Trump,13005,17048,OH,39071,0.762846082
12772,OH45559,Hillary Clinton,3436,17048,OH,39071,0.201548569
12773,OH45870,Gary Johnson,428,17048,OH,39071,0.025105584
12774,OH45866,Jill Stein,95,17048,OH,39071,0.005572501
12775,OH45869,Richard Duncan,84,17048,OH,39071,0.004927264
12766,OH45853,Donald Trump,9136,13671,OH,39069,0.668275913
12767,OH45559,Hillary Clinton,3690,13671,OH,39069,0.269914417
12768,OH45870,Gary Johnson,638,13671,OH,39069,0.04666813
12769,OH45866,Jill Stein,108,13671,OH,39069,0.007899934
12770,OH45869,Richard Duncan,99,13671,OH,39069,0.007241606
12761,OH45853,Donald Trump,5021,6956,OH,39067,0.721822887
12762,OH45559,Hillary Clinton,1663,6956,OH,39067,0.239074181
12763,OH45870,Gary Johnson,171,6956,OH,39067,0.024583094
12764,OH45866,Jill Stein,51,6956,OH,39067,0.0073318
12765,OH45869,Richard Duncan,50,6956,OH,39067,0.007188039
12756,OH45853,Donald Trump,8541,12014,OH,39065,0.710920593
12757,OH45559,Hillary Clinton,2870,12014,OH,39065,0.238887964
12758,OH45870,Gary Johnson,450,12014,OH,39065,0.037456301
12759,OH45869,Richard Duncan,77,12014,OH,39065,0.006409189
12760,OH45866,Jill Stein,76,12014,OH,39065,0.006325953
12751,OH45853,Donald Trump,23777,35216,OH,39063,0.675176056
12752,OH45559,Hillary Clinton,9419,35216,OH,39063,0.267463653
12753,OH45870,Gary Johnson,1493,35216,OH,39063,0.042395502
12754,OH45866,Jill Stein,312,35216,OH,39063,0.008859609
12755,OH45869,Richard Duncan,215,35216,OH,39063,0.006105179
12746,OH45559,Hillary Clinton,207587,395000,OH,39061,0.525536709
12747,OH45853,Donald Trump,169972,395000,OH,39061,0.430308861
12748,OH45870,Gary Johnson,12750,395000,OH,39061,0.032278481
12749,OH45866,Jill Stein,3521,395000,OH,39061,0.008913924
12750,OH45869,Richard Duncan,1170,395000,OH,39061,0.002962025
12741,OH45853,Donald Trump,11164,16156,OH,39059,0.691012627
12742,OH45559,Hillary Clinton,4286,16156,OH,39059,0.265288438
12743,OH45870,Gary Johnson,529,16156,OH,39059,0.032743253
12744,OH45866,Jill Stein,93,16156,OH,39059,0.005756375
12745,OH45869,Richard Duncan,84,16156,OH,39059,0.005199307
12736,OH45853,Donald Trump,47506,79633,OH,39057,0.596561727
12737,OH45559,Hillary Clinton,28023,79633,OH,39057,0.35190185
12738,OH45870,Gary Johnson,3169,79633,OH,39057,0.03979506
12739,OH45866,Jill Stein,646,79633,OH,39057,0.008112215
12740,OH45869,Richard Duncan,289,79633,OH,39057,0.003629149
12731,OH45853,Donald Trump,29577,48736,OH,39055,0.606881976
12732,OH45559,Hillary Clinton,17165,48736,OH,39055,0.35220371
12733,OH45870,Gary Johnson,1452,48736,OH,39055,0.029793171
12734,OH45866,Jill Stein,318,48736,OH,39055,0.006524951
12735,OH45869,Richard Duncan,224,48736,OH,39055,0.004596192
12726,OH45853,Donald Trump,9567,12588,OH,39053,0.760009533
12727,OH45559,Hillary Clinton,2564,12588,OH,39053,0.20368605
12728,OH45870,Gary Johnson,282,12588,OH,39053,0.022402288
12729,OH45866,Jill Stein,94,12588,OH,39053,0.007467429
12730,OH45869,Richard Duncan,81,12588,OH,39053,0.0064347
12721,OH45853,Donald Trump,13419,20693,OH,39051,0.648480162
12722,OH45559,Hillary Clinton,5981,20693,OH,39051,0.289034939
12723,OH45870,Gary Johnson,993,20693,OH,39051,0.047987242
12724,OH45866,Jill Stein,162,20693,OH,39051,0.007828734
12725,OH45869,Richard Duncan,138,20693,OH,39051,0.006668922
12716,OH45559,Hillary Clinton,335961,554711,OH,39049,0.60565051
12717,OH45853,Donald Trump,192328,554711,OH,39049,0.34671748
12718,OH45870,Gary Johnson,18851,554711,OH,39049,0.033983462
12719,OH45866,Jill Stein,5789,554711,OH,39049,0.010436065
12720,OH45869,Richard Duncan,1782,554711,OH,39049,0.003212484
12711,OH45853,Donald Trump,7763,10817,OH,39047,0.717666636
12712,OH45559,Hillary Clinton,2672,10817,OH,39047,0.247018582
12713,OH45870,Gary Johnson,283,10817,OH,39047,0.026162522
12714,OH45866,Jill Stein,53,10817,OH,39047,0.004899695
12715,OH45869,Richard Duncan,46,10817,OH,39047,0.004252565
12706,OH45853,Donald Trump,43163,70542,OH,39045,0.611876613
12707,OH45559,Hillary Clinton,24150,70542,OH,39045,0.342349239
12708,OH45870,Gary Johnson,2341,70542,OH,39045,0.033185903
12709,OH45866,Jill Stein,529,70542,OH,39045,0.007499079
12710,OH45869,Richard Duncan,359,70542,OH,39045,0.005089167
12701,OH45853,Donald Trump,19301,36730,OH,39043,0.525483256
12702,OH45559,Hillary Clinton,15692,36730,OH,39043,0.427225701
12703,OH45870,Gary Johnson,1185,36730,OH,39043,0.032262456
12704,OH45866,Jill Stein,329,36730,OH,39043,0.008957256
12705,OH45869,Richard Duncan,223,36730,OH,39043,0.006071331
12696,OH45853,Donald Trump,55660,100101,OH,39041,0.556038401
12697,OH45559,Hillary Clinton,39584,100101,OH,39041,0.395440605
12698,OH45870,Gary Johnson,3919,100101,OH,39041,0.039150458
12699,OH45866,Jill Stein,618,100101,OH,39041,0.006173764
12700,OH45869,Richard Duncan,320,100101,OH,39041,0.003196771
12691,OH45853,Donald Trump,11478,17795,OH,39039,0.645012644
12692,OH45559,Hillary Clinton,5282,17795,OH,39039,0.296824951
12693,OH45870,Gary Johnson,766,17795,OH,39039,0.043045799
12694,OH45866,Jill Stein,144,17795,OH,39039,0.008092161
12695,OH45869,Richard Duncan,125,17795,OH,39039,0.007024445
12686,OH45853,Donald Trump,19698,25000,OH,39037,0.78792
12687,OH45559,Hillary Clinton,4395,25000,OH,39037,0.1758
12688,OH45870,Gary Johnson,639,25000,OH,39037,0.02556
12689,OH45866,Jill Stein,146,25000,OH,39037,0.00584
12690,OH45869,Richard Duncan,122,25000,OH,39037,0.00488
12681,OH45559,Hillary Clinton,383974,583230,OH,39035,0.658357766
12682,OH45853,Donald Trump,179894,583230,OH,39035,0.308444353
12683,OH45870,Gary Johnson,12526,583230,OH,39035,0.021476947
12684,OH45866,Jill Stein,5026,583230,OH,39035,0.008617527
12685,OH45869,Richard Duncan,1810,583230,OH,39035,0.003103407
12676,OH45853,Donald Trump,13265,18702,OH,39033,0.70928243
12677,OH45559,Hillary Clinton,4518,18702,OH,39033,0.241578441
12678,OH45870,Gary Johnson,687,18702,OH,39033,0.036734039
12679,OH45869,Richard Duncan,118,18702,OH,39033,0.006309486
12680,OH45866,Jill Stein,114,18702,OH,39033,0.006095605
12671,OH45853,Donald Trump,10381,14961,OH,39031,0.693870731
12672,OH45559,Hillary Clinton,3908,14961,OH,39031,0.261212486
12673,OH45870,Gary Johnson,447,14961,OH,39031,0.029877682
12674,OH45869,Richard Duncan,113,14961,OH,39031,0.007552971
12675,OH45866,Jill Stein,112,14961,OH,39031,0.007486131
12666,OH45853,Donald Trump,31086,45261,OH,39029,0.686816465
12667,OH45559,Hillary Clinton,12273,45261,OH,39029,0.271160602
12668,OH45870,Gary Johnson,1368,45261,OH,39029,0.030224697
12669,OH45866,Jill Stein,313,45261,OH,39029,0.006915446
12670,OH45869,Richard Duncan,221,45261,OH,39029,0.004882791
12661,OH45853,Donald Trump,13466,18100,OH,39027,0.743977901
12662,OH45559,Hillary Clinton,3943,18100,OH,39027,0.217845304
12663,OH45870,Gary Johnson,488,18100,OH,39027,0.026961326
12664,OH45866,Jill Stein,125,18100,OH,39027,0.006906077
12665,OH45869,Richard Duncan,78,18100,OH,39027,0.004309392
12656,OH45853,Donald Trump,65960,96455,OH,39025,0.683842206
12657,OH45559,Hillary Clinton,26096,96455,OH,39025,0.270551034
12658,OH45870,Gary Johnson,3385,96455,OH,39025,0.035094085
12659,OH45866,Jill Stein,702,96455,OH,39025,0.007278005
12660,OH45869,Richard Duncan,312,96455,OH,39025,0.003234669
12651,OH45853,Donald Trump,34311,59620,OH,39023,0.5754948
12652,OH45559,Hillary Clinton,22666,59620,OH,39023,0.380174438
12653,OH45870,Gary Johnson,1831,59620,OH,39023,0.030711171
12654,OH45866,Jill Stein,492,59620,OH,39023,0.008252264
12655,OH45869,Richard Duncan,320,59620,OH,39023,0.005367326
12646,OH45853,Donald Trump,12314,17597,OH,39021,0.699778371
12647,OH45559,Hillary Clinton,4488,17597,OH,39021,0.255043473
12648,OH45870,Gary Johnson,555,17597,OH,39021,0.031539467
12649,OH45866,Jill Stein,140,17597,OH,39021,0.007955902
12650,OH45869,Richard Duncan,100,17597,OH,39021,0.005682787
12641,OH45853,Donald Trump,9067,12807,OH,39019,0.707972203
12642,OH45559,Hillary Clinton,3124,12807,OH,39019,0.243929101
12643,OH45870,Gary Johnson,444,12807,OH,39019,0.034668541
12644,OH45866,Jill Stein,87,12807,OH,39019,0.00679316
12645,OH45869,Richard Duncan,85,12807,OH,39019,0.006636995
12636,OH45853,Donald Trump,104441,168422,OH,39017,0.620114949
12637,OH45559,Hillary Clinton,56700,168422,OH,39017,0.336654356
12638,OH45870,Gary Johnson,5612,168422,OH,39017,0.033321063
12639,OH45866,Jill Stein,1119,168422,OH,39017,0.006644025
12640,OH45869,Richard Duncan,550,168422,OH,39017,0.003265607
12631,OH45853,Donald Trump,14257,19139,OH,39015,0.744918752
12632,OH45559,Hillary Clinton,4270,19139,OH,39015,0.223104655
12633,OH45870,Gary Johnson,419,19139,OH,39015,0.021892471
12634,OH45866,Jill Stein,102,19139,OH,39015,0.005329432
12635,OH45869,Richard Duncan,91,19139,OH,39015,0.004754689
12626,OH45853,Donald Trump,20729,30537,OH,39013,0.678815863
12627,OH45559,Hillary Clinton,8652,30537,OH,39013,0.283328421
12628,OH45870,Gary Johnson,760,30537,OH,39013,0.024887841
12629,OH45869,Richard Duncan,210,30537,OH,39013,0.006876903
12630,OH45866,Jill Stein,186,30537,OH,39013,0.006090972
12621,OH45853,Donald Trump,18130,22860,OH,39011,0.793088364
12622,OH45559,Hillary Clinton,3825,22860,OH,39011,0.167322835
12623,OH45870,Gary Johnson,673,22860,OH,39011,0.02944007
12624,OH45869,Richard Duncan,127,22860,OH,39011,0.005555556
12625,OH45866,Jill Stein,105,22860,OH,39011,0.004593176
12616,OH45559,Hillary Clinton,15552,27941,OH,39009,0.55660141
12617,OH45853,Donald Trump,10816,27941,OH,39009,0.387101392
12618,OH45870,Gary Johnson,944,27941,OH,39009,0.033785477
12619,OH45866,Jill Stein,507,27941,OH,39009,0.018145378
12620,OH45869,Richard Duncan,122,27941,OH,39009,0.004366343
12611,OH45853,Donald Trump,22755,39809,OH,39007,0.571604411
12612,OH45559,Hillary Clinton,15191,39809,OH,39007,0.381597126
12613,OH45870,Gary Johnson,1181,39809,OH,39007,0.029666658
12614,OH45866,Jill Stein,417,39809,OH,39007,0.010475018
12615,OH45869,Richard Duncan,265,39809,OH,39007,0.006656786
12606,OH45853,Donald Trump,17169,24074,OH,39005,0.713176041
12607,OH45559,Hillary Clinton,5659,24074,OH,39005,0.235066877
12608,OH45870,Gary Johnson,888,24074,OH,39005,0.036886267
12609,OH45866,Jill Stein,180,24074,OH,39005,0.007476946
12610,OH45869,Richard Duncan,178,24074,OH,39005,0.007393869
12601,OH45853,Donald Trump,29858,44636,OH,39003,0.668921946
12602,OH45559,Hillary Clinton,12815,44636,OH,39003,0.287100099
12603,OH45870,Gary Johnson,1440,44636,OH,39003,0.032260955
12604,OH45866,Jill Stein,310,44636,OH,39003,0.006945067
12605,OH45869,Richard Duncan,213,44636,OH,39003,0.004771933
12596,OH45853,Donald Trump,8445,11063,OH,39001,0.763355329
12597,OH45559,Hillary Clinton,2293,11063,OH,39001,0.207267468
12598,OH45870,Gary Johnson,220,11063,OH,39001,0.019886107
12599,OH45869,Richard Duncan,62,11063,OH,39001,0.005604266
12600,OH45866,Jill Stein,43,11063,OH,39001,0.00388683
11324,ND40669,Donald Trump,10033,12529,ND,38105,0.800782185
11325,ND40670,Hillary Clinton,1722,12529,ND,38105,0.137441137
11326,ND40683,Gary Johnson,622,12529,ND,38105,0.049644824
11327,ND40686,Jill Stein,74,12529,ND,38105,0.005906297
11328,ND40684,Darrell Castle,73,12529,ND,38105,0.005826483
11329,ND40685,Rocky De La Fuente,5,12529,ND,38105,0.000399074
11318,ND40669,Donald Trump,1793,2352,ND,38103,0.762329932
11319,ND40670,Hillary Clinton,419,2352,ND,38103,0.178146259
11320,ND40683,Gary Johnson,101,2352,ND,38103,0.042942177
11321,ND40684,Darrell Castle,23,2352,ND,38103,0.009778912
11322,ND40686,Jill Stein,14,2352,ND,38103,0.005952381
11323,ND40685,Rocky De La Fuente,2,2352,ND,38103,0.00085034
11312,ND40669,Donald Trump,18601,26861,ND,38101,0.692490972
11313,ND40670,Hillary Clinton,5792,26861,ND,38101,0.215628607
11314,ND40683,Gary Johnson,2050,26861,ND,38101,0.076318827
11315,ND40686,Jill Stein,242,26861,ND,38101,0.009009344
11316,ND40684,Darrell Castle,151,26861,ND,38101,0.005621533
11317,ND40685,Rocky De La Fuente,25,26861,ND,38101,0.000930717
11306,ND40669,Donald Trump,2991,4543,ND,38099,0.658375523
11307,ND40670,Hillary Clinton,1166,4543,ND,38099,0.256658596
11308,ND40683,Gary Johnson,330,4543,ND,38099,0.072639225
11309,ND40686,Jill Stein,32,4543,ND,38099,0.007043804
11310,ND40684,Darrell Castle,23,4543,ND,38099,0.005062734
11311,ND40685,Rocky De La Fuente,1,4543,ND,38099,0.000220119
11300,ND40669,Donald Trump,2263,3864,ND,38097,0.585662526
11301,ND40670,Hillary Clinton,1239,3864,ND,38097,0.320652174
11302,ND40683,Gary Johnson,289,3864,ND,38097,0.074792961
11303,ND40684,Darrell Castle,36,3864,ND,38097,0.00931677
11304,ND40686,Jill Stein,35,3864,ND,38097,0.009057971
11305,ND40685,Rocky De La Fuente,2,3864,ND,38097,0.000517598
11294,ND40669,Donald Trump,733,1137,ND,38095,0.64467898
11295,ND40670,Hillary Clinton,305,1137,ND,38095,0.26824978
11296,ND40683,Gary Johnson,89,1137,ND,38095,0.078276165
11297,ND40686,Jill Stein,7,1137,ND,38095,0.006156552
11298,ND40684,Darrell Castle,3,1137,ND,38095,0.002638522
11299,ND40685,Rocky De La Fuente,0,1137,ND,38095,0
11288,ND40669,Donald Trump,6706,9938,ND,38093,0.674783659
11289,ND40670,Hillary Clinton,2484,9938,ND,38093,0.249949688
11290,ND40683,Gary Johnson,571,9938,ND,38093,0.057456229
11291,ND40686,Jill Stein,109,9938,ND,38093,0.010968002
11292,ND40684,Darrell Castle,55,9938,ND,38093,0.005534313
11293,ND40685,Rocky De La Fuente,13,9938,ND,38093,0.00130811
11282,ND40669,Donald Trump,537,984,ND,38091,0.545731707
11283,ND40670,Hillary Clinton,361,984,ND,38091,0.366869919
11284,ND40683,Gary Johnson,73,984,ND,38091,0.074186992
11285,ND40684,Darrell Castle,7,984,ND,38091,0.007113821
11286,ND40686,Jill Stein,6,984,ND,38091,0.006097561
11287,ND40685,Rocky De La Fuente,0,984,ND,38091,0
11276,ND40669,Donald Trump,9718,12115,ND,38089,0.8021461
11277,ND40670,Hillary Clinton,1745,12115,ND,38089,0.144036319
11278,ND40683,Gary Johnson,522,12115,ND,38089,0.043087082
11279,ND40684,Darrell Castle,63,12115,ND,38089,0.005200165
11280,ND40686,Jill Stein,60,12115,ND,38089,0.004952538
11281,ND40685,Rocky De La Fuente,7,12115,ND,38089,0.000577796
11270,ND40669,Donald Trump,361,427,ND,38087,0.845433255
11271,ND40670,Hillary Clinton,42,427,ND,38087,0.098360656
11272,ND40683,Gary Johnson,19,427,ND,38087,0.044496487
11273,ND40686,Jill Stein,3,427,ND,38087,0.007025761
11274,ND40684,Darrell Castle,2,427,ND,38087,0.004683841
11275,ND40685,Rocky De La Fuente,0,427,ND,38087,0
11264,ND40670,Hillary Clinton,758,1177,ND,38085,0.644010195
11265,ND40669,Donald Trump,256,1177,ND,38085,0.217502124
11266,ND40686,Jill Stein,128,1177,ND,38085,0.108751062
11267,ND40683,Gary Johnson,25,1177,ND,38085,0.021240442
11268,ND40684,Darrell Castle,6,1177,ND,38085,0.005097706
11269,ND40685,Rocky De La Fuente,4,1177,ND,38085,0.003398471
